Department,Region_Employment,Education Level,NO_Trainings_LstYear,Age,previous_year_rating,Awards,Avg_Training_Score,Is Promoted
Procurement,22,Master's & above,1,32.0,5.0,NO,67.0,NO
Operations,16,Bachelor's,2,30.0,3.0,NO,57.0,NO
Operations,7,Bachelor's,1,32.0,4.0,NO,58.0,NO
R&D,22,Bachelor's,1,32.0,5.0,NO,83.0,NO
Sales & Marketing,2,Bachelor's,1,50.0,3.0,NO,51.0,NO
Finance,22,Bachelor's,1,26.0,3.0,NO,59.0,NO
Sales & Marketing,21,Bachelor's,1,28.0,3.0,NO,52.0,NO
Technology,7,Master's & above,1,35.0,3.0,NO,80.0,NO
HR,2,Bachelor's,1,31.0,5.0,NO,47.0,NO
Operations,17,Master's & above,1,33.0,5.0,NO,60.0,NO
Technology,7,Below Secondary,1,25.0,4.0,NO,76.0,YES
Analytics,34,Bachelor's,1,26.0,3.0,NO,86.0,NO
Technology,24,Master's & above,1,32.0,3.0,NO,81.0,NO
Sales & Marketing,25,Master's & above,1,36.0,3.0,NO,49.0,NO
HR,2,Bachelor's,1,36.0,4.0,NO,49.0,NO
Analytics,22,Bachelor's,1,26.0,5.0,NO,85.0,NO
R&D,22,Bachelor's,1,30.0,1.0,NO,83.0,NO
Operations,32,Bachelor's,1,37.0,1.0,NO,59.0,NO
Sales & Marketing,34,Bachelor's,1,26.0,4.0,NO,53.0,NO
Operations,7,Bachelor's,1,27.0,4.0,NO,58.0,NO
Procurement,2,Bachelor's,1,57.0,3.0,NO,69.0,NO
R&D,4,Master's & above,1,40.0,2.0,NO,85.0,NO
R&D,11,Bachelor's,3,33.0,3.0,NO,84.0,NO
Operations,31,Bachelor's,1,31.0,3.0,NO,58.0,NO
Operations,15,Bachelor's,1,27.0,2.0,NO,58.0,NO
Operations,27,Master's & above,1,37.0,2.0,NO,63.0,NO
Sales & Marketing,22,Bachelor's,4,29.0,3.0,NO,50.0,NO
Sales & Marketing,23,Bachelor's,1,35.0,3.0,NO,49.0,NO
Procurement,8,Bachelor's,1,32.0,5.0,NO,70.0,NO
Finance,4,Master's & above,1,44.0,3.0,NO,60.0,NO
Operations,29,Master's & above,1,41.0,3.0,NO,62.0,NO
Operations,12,Bachelor's,1,27.0,3.0,NO,58.0,NO
Technology,7,Bachelor's,1,32.0,4.0,NO,82.0,NO
HR,22,Bachelor's,3,24.0,3.0,NO,47.0,NO
Sales & Marketing,2,Bachelor's,1,29.0,5.0,NO,48.0,NO
Technology,7,Master's & above,3,32.0,3.0,NO,80.0,NO
Procurement,7,Master's & above,1,53.0,3.0,NO,72.0,NO
Operations,4,Master's & above,1,51.0,4.0,NO,60.0,NO
Technology,2,Bachelor's,3,31.0,3.0,NO,81.0,NO
Operations,27,Bachelor's,1,39.0,3.0,NO,62.0,NO
Procurement,2,Master's & above,2,59.0,3.0,NO,69.0,NO
Technology,7,Bachelor's,2,30.0,3.0,NO,74.0,NO
Analytics,14,Bachelor's,1,39.0,5.0,NO,97.0,YES
Analytics,25,Bachelor's,1,27.0,5.0,NO,83.0,NO
Sales & Marketing,14,Bachelor's,1,0.0,3.0,NO,49.0,NO
Finance,22,Bachelor's,1,36.0,3.0,NO,59.0,NO
Procurement,22,Bachelor's,1,27.0,2.0,NO,65.0,NO
HR,22,Master's & above,1,36.0,1.0,NO,47.0,NO
Analytics,7,Master's & above,1,32.0,3.0,NO,89.0,NO
Sales & Marketing,12,Bachelor's,1,30.0,3.0,NO,60.0,NO
Sales & Marketing,6,Bachelor's,1,32.0,3.0,NO,51.0,NO
Technology,7,Master's & above,1,34.0,4.0,NO,79.0,NO
Finance,31,Master's & above,1,31.0,1.0,NO,60.0,NO
Procurement,13,Bachelor's,1,37.0,3.0,NO,70.0,NO
Sales & Marketing,15,Bachelor's,1,30.0,1.0,NO,48.0,NO
Analytics,2,Master's & above,1,47.0,5.0,NO,86.0,YES
Operations,32,Bachelor's,1,32.0,5.0,NO,59.0,NO
Sales & Marketing,2,Master's & above,1,35.0,5.0,NO,43.0,NO
Technology,26,Bachelor's,1,30.0,1.0,NO,79.0,NO
Analytics,22,Bachelor's,1,27.0,3.0,NO,87.0,NO
Legal,11,Bachelor's,1,34.0,3.0,NO,63.0,NO
Sales & Marketing,21,Bachelor's,1,37.0,1.0,NO,47.0,NO
Sales & Marketing,2,Bachelor's,1,30.0,3.0,NO,52.0,NO
Technology,22,Bachelor's,1,34.0,4.0,NO,79.0,NO
Sales & Marketing,4,Master's & above,1,36.0,3.0,NO,49.0,NO
Sales & Marketing,20,Bachelor's,1,30.0,2.0,NO,51.0,NO
Sales & Marketing,28,Bachelor's,1,29.0,5.0,NO,48.0,NO
Sales & Marketing,2,Master's & above,1,30.0,4.0,NO,50.0,NO
Operations,2,Below Secondary,2,21.0,3.0,NO,58.0,NO
Sales & Marketing,18,Bachelor's,1,32.0,3.0,NO,49.0,NO
Operations,31,Master's & above,1,38.0,3.0,NO,59.0,NO
Technology,31,Below Secondary,1,24.0,3.0,NO,75.0,NO
Sales & Marketing,15,Master's & above,1,32.0,3.0,NO,50.0,NO
R&D,22,Master's & above,2,29.0,3.0,NO,83.0,NO
Sales & Marketing,30,Bachelor's,2,27.0,3.0,NO,50.0,NO
Procurement,20,Bachelor's,1,34.0,3.0,NO,69.0,NO
Procurement,15,Bachelor's,1,37.0,3.0,NO,68.0,NO
Sales & Marketing,29,Bachelor's,2,32.0,3.0,NO,52.0,NO
R&D,28,Master's & above,1,35.0,5.0,NO,85.0,NO
Sales & Marketing,7,Master's & above,1,55.0,1.0,NO,51.0,NO
Sales & Marketing,27,Bachelor's,1,24.0,3.0,NO,51.0,NO
Sales & Marketing,2,Bachelor's,2,31.0,5.0,NO,60.0,NO
Sales & Marketing,15,Master's & above,2,43.0,3.0,NO,49.0,NO
Sales & Marketing,23,Master's & above,1,34.0,3.0,NO,46.0,NO
HR,32,Bachelor's,1,32.0,4.0,NO,54.0,NO
Sales & Marketing,2,Bachelor's,1,55.0,5.0,NO,55.0,NO
Analytics,27,Bachelor's,1,28.0,5.0,NO,85.0,NO
Technology,31,Bachelor's,1,38.0,4.0,NO,78.0,NO
Operations,2,Bachelor's,1,35.0,4.0,NO,60.0,NO
Operations,2,Bachelor's,1,35.0,3.0,NO,60.0,NO
Operations,15,Master's & above,1,44.0,4.0,NO,55.0,NO
Procurement,2,Bachelor's,6,33.0,3.0,NO,71.0,NO
Sales & Marketing,26,Bachelor's,1,28.0,3.0,NO,53.0,NO
Operations,19,Master's & above,1,47.0,5.0,NO,64.0,NO
Technology,13,Master's & above,2,33.0,4.0,NO,80.0,NO
Procurement,15,Master's & above,1,30.0,5.0,NO,82.0,YES
Operations,27,Bachelor's,1,28.0,3.0,NO,60.0,NO
Analytics,22,Bachelor's,1,26.0,3.0,NO,82.0,NO
Technology,2,Bachelor's,1,55.0,3.0,NO,83.0,NO
Technology,4,Bachelor's,1,26.0,4.0,NO,82.0,NO
Operations,2,Bachelor's,1,48.0,4.0,NO,59.0,NO
Technology,19,Bachelor's,1,30.0,3.0,NO,78.0,NO
Technology,24,Bachelor's,1,29.0,3.0,NO,81.0,NO
Procurement,17,Bachelor's,1,36.0,5.0,NO,70.0,YES
Analytics,29,Bachelor's,1,34.0,5.0,NO,84.0,NO
Sales & Marketing,25,Bachelor's,1,26.0,1.0,NO,46.0,NO
Technology,2,Master's & above,1,31.0,3.0,NO,74.0,NO
Operations,7,Master's & above,2,45.0,3.0,NO,62.0,NO
Operations,15,Master's & above,1,34.0,3.0,NO,57.0,NO
Sales & Marketing,12,Bachelor's,1,26.0,3.0,NO,48.0,NO
R&D,22,Bachelor's,1,27.0,3.0,NO,86.0,NO
Procurement,8,Master's & above,1,35.0,3.0,NO,71.0,YES
Sales & Marketing,2,Bachelor's,1,34.0,4.0,NO,49.0,NO
Sales & Marketing,29,Bachelor's,1,39.0,3.0,NO,60.0,NO
Analytics,26,Bachelor's,1,30.0,4.0,NO,86.0,NO
Technology,26,Master's & above,1,55.0,5.0,NO,79.0,YES
Procurement,7,Bachelor's,1,33.0,3.0,NO,78.0,NO
Finance,2,Bachelor's,2,34.0,3.0,NO,58.0,NO
Sales & Marketing,22,Bachelor's,1,25.0,3.0,NO,46.0,NO
Procurement,21,Master's & above,1,44.0,5.0,NO,67.0,NO
Technology,26,Master's & above,1,37.0,3.0,NO,81.0,NO
Operations,13,Bachelor's,1,35.0,1.0,NO,60.0,NO
Sales & Marketing,23,Bachelor's,1,28.0,4.0,NO,60.0,YES
Operations,6,Master's & above,1,41.0,5.0,NO,59.0,NO
Finance,31,Master's & above,1,31.0,2.0,NO,62.0,NO
Analytics,29,Bachelor's,1,25.0,3.0,NO,85.0,NO
Technology,26,Bachelor's,1,34.0,3.0,NO,83.0,NO
Technology,2,Master's & above,1,40.0,4.0,NO,76.0,NO
Operations,2,Bachelor's,2,39.0,3.0,NO,58.0,NO
Finance,13,Bachelor's,2,35.0,4.0,NO,59.0,NO
Operations,22,Bachelor's,1,37.0,2.0,NO,60.0,NO
Sales & Marketing,23,Bachelor's,2,36.0,3.0,NO,60.0,NO
Sales & Marketing,20,Bachelor's,1,36.0,1.0,NO,46.0,NO
Sales & Marketing,12,Bachelor's,1,25.0,3.0,NO,51.0,NO
Operations,2,Master's & above,4,43.0,3.0,NO,63.0,NO
Technology,7,Bachelor's,1,36.0,2.0,NO,82.0,NO
HR,13,Master's & above,1,34.0,4.0,NO,47.0,NO
Operations,24,Bachelor's,1,30.0,3.0,NO,60.0,NO
HR,26,Bachelor's,1,25.0,5.0,NO,49.0,NO
Analytics,19,Bachelor's,1,40.0,3.0,NO,82.0,NO
Analytics,22,Bachelor's,2,29.0,4.0,NO,87.0,NO
Sales & Marketing,1,Master's & above,2,35.0,3.0,NO,46.0,YES
Procurement,2,Master's & above,1,43.0,4.0,NO,69.0,NO
Procurement,15,Bachelor's,1,37.0,3.0,NO,76.0,NO
Sales & Marketing,25,Master's & above,1,40.0,5.0,NO,48.0,NO
Sales & Marketing,13,Bachelor's,1,35.0,5.0,NO,49.0,NO
Sales & Marketing,12,Bachelor's,1,29.0,3.0,NO,53.0,NO
Sales & Marketing,6,Bachelor's,1,31.0,4.0,NO,60.0,YES
Sales & Marketing,7,Master's & above,1,34.0,5.0,NO,56.0,YES
Finance,3,Bachelor's,1,31.0,3.0,NO,60.0,NO
Sales & Marketing,30,Bachelor's,1,31.0,1.0,YES,92.0,YES
Finance,22,Master's & above,1,39.0,3.0,NO,57.0,NO
Sales & Marketing,26,Bachelor's,1,33.0,5.0,NO,52.0,NO
Procurement,26,Bachelor's,2,30.0,3.0,NO,66.0,NO
Sales & Marketing,15,Bachelor's,1,28.0,2.0,NO,49.0,NO
Sales & Marketing,15,Bachelor's,1,33.0,1.0,NO,54.0,NO
Procurement,22,Bachelor's,6,27.0,3.0,NO,71.0,NO
Sales & Marketing,27,Master's & above,1,36.0,5.0,NO,51.0,NO
Operations,2,Bachelor's,1,40.0,4.0,NO,59.0,NO
Sales & Marketing,21,Bachelor's,2,30.0,3.0,NO,49.0,NO
Procurement,2,Bachelor's,1,37.0,5.0,NO,69.0,NO
Technology,29,Below Secondary,1,24.0,3.0,NO,76.0,NO
R&D,26,Bachelor's,4,33.0,5.0,NO,86.0,NO
Procurement,24,Bachelor's,1,30.0,1.0,NO,68.0,NO
Legal,2,Bachelor's,1,49.0,4.0,NO,63.0,NO
Sales & Marketing,28,Bachelor's,1,30.0,3.0,NO,50.0,NO
HR,2,Master's & above,1,44.0,3.0,NO,50.0,NO
Procurement,8,Master's & above,1,34.0,4.0,NO,69.0,NO
Operations,2,Bachelor's,1,42.0,3.0,NO,63.0,NO
Legal,7,Master's & above,1,37.0,5.0,NO,63.0,NO
Sales & Marketing,15,Master's & above,1,39.0,4.0,NO,52.0,NO
Sales & Marketing,31,Master's & above,1,29.0,3.0,NO,49.0,NO
Sales & Marketing,33,Bachelor's,1,32.0,2.0,NO,47.0,NO
Procurement,13,Bachelor's,1,32.0,2.0,NO,74.0,NO
Sales & Marketing,1,Bachelor's,1,30.0,3.0,NO,47.0,NO
-,2,Master's & above,1,59.0,5.0,NO,66.0,NO
Operations,2,Bachelor's,2,37.0,5.0,NO,62.0,NO
Operations,13,Bachelor's,1,43.0,5.0,NO,57.0,NO
Operations,19,Master's & above,1,47.0,3.0,NO,60.0,NO
Operations,2,Bachelor's,2,29.0,4.0,NO,57.0,NO
Procurement,27,Bachelor's,2,29.0,2.0,NO,70.0,NO
Sales & Marketing,4,Bachelor's,2,31.0,1.0,NO,52.0,NO
Procurement,2,Bachelor's,1,54.0,3.0,NO,67.0,NO
Operations,2,Master's & above,1,40.0,3.0,NO,58.0,NO
Procurement,34,Master's & above,1,43.0,3.0,NO,70.0,NO
Operations,2,Bachelor's,1,20.0,1.0,NO,63.0,NO
Analytics,13,Bachelor's,1,30.0,3.0,NO,83.0,NO
Operations,2,Bachelor's,1,44.0,5.0,NO,63.0,NO
Procurement,2,Below Secondary,2,24.0,5.0,NO,68.0,NO
Technology,31,Master's & above,1,40.0,3.0,NO,78.0,NO
Legal,2,Bachelor's,1,31.0,5.0,NO,58.0,NO
R&D,26,Bachelor's,1,28.0,5.0,NO,91.0,NO
Procurement,2,Master's & above,3,33.0,4.0,NO,69.0,NO
Technology,7,Master's & above,1,34.0,5.0,NO,77.0,NO
HR,2,Master's & above,1,38.0,4.0,YES,46.0,NO
Sales & Marketing,2,Master's & above,1,43.0,5.0,NO,49.0,YES
Analytics,2,Bachelor's,2,27.0,3.0,NO,85.0,NO
Sales & Marketing,15,Bachelor's,1,30.0,1.0,NO,46.0,NO
Analytics,22,Bachelor's,3,27.0,3.0,NO,84.0,NO
Operations,2,Bachelor's,1,35.0,5.0,NO,57.0,NO
Operations,15,Bachelor's,2,28.0,3.0,NO,56.0,NO
Procurement,7,Master's & above,1,34.0,1.0,NO,71.0,NO
Technology,24,Bachelor's,1,30.0,3.0,NO,82.0,NO
Sales & Marketing,26,Bachelor's,1,34.0,1.0,NO,48.0,NO
Sales & Marketing,16,Bachelor's,2,37.0,3.0,NO,52.0,NO
Finance,25,Master's & above,1,33.0,5.0,NO,70.0,YES
Procurement,16,Bachelor's,1,36.0,3.0,NO,71.0,NO
Operations,22,Master's & above,1,43.0,3.0,NO,65.0,NO
Technology,5,Bachelor's,1,26.0,3.0,NO,84.0,NO
Finance,29,Bachelor's,1,26.0,3.0,NO,60.0,NO
Technology,26,Bachelor's,1,40.0,4.0,NO,81.0,NO
Sales & Marketing,7,Master's & above,1,31.0,5.0,NO,62.0,YES
Technology,2,Master's & above,1,47.0,3.0,NO,79.0,NO
Procurement,21,Master's & above,1,36.0,3.0,NO,68.0,NO
Operations,26,Bachelor's,3,31.0,5.0,NO,57.0,NO
Sales & Marketing,22,Bachelor's,3,29.0,3.0,NO,49.0,NO
Sales & Marketing,23,Bachelor's,2,43.0,1.0,NO,44.0,NO
Procurement,2,Bachelor's,1,44.0,4.0,NO,72.0,NO
Procurement,30,Bachelor's,1,27.0,1.0,NO,73.0,NO
Procurement,11,Bachelor's,1,27.0,3.0,NO,70.0,NO
Operations,22,Master's & above,1,47.0,3.0,NO,56.0,NO
Legal,11,Bachelor's,1,34.0,3.0,NO,60.0,NO
Sales & Marketing,6,Bachelor's,2,29.0,1.0,NO,48.0,NO
Analytics,7,Bachelor's,1,39.0,5.0,NO,87.0,NO
Operations,7,Bachelor's,1,34.0,4.0,NO,50.0,YES
Procurement,6,Bachelor's,1,29.0,5.0,NO,70.0,NO
Sales & Marketing,29,Bachelor's,1,36.0,1.0,NO,48.0,NO
Procurement,27,Bachelor's,1,35.0,1.0,NO,69.0,NO
Sales & Marketing,2,Bachelor's,1,34.0,4.0,NO,92.0,YES
Legal,22,Bachelor's,1,31.0,3.0,NO,60.0,NO
Sales & Marketing,4,Master's & above,1,42.0,4.0,NO,52.0,NO
Analytics,13,Bachelor's,1,49.0,3.0,NO,86.0,NO
Sales & Marketing,2,Bachelor's,1,33.0,2.0,NO,60.0,NO
Operations,31,Bachelor's,1,0.0,4.0,YES,66.0,YES
Analytics,27,Bachelor's,1,28.0,3.0,NO,83.0,NO
Sales & Marketing,4,Bachelor's,3,27.0,5.0,NO,46.0,NO
Operations,13,Bachelor's,1,38.0,4.0,NO,58.0,NO
Procurement,15,Bachelor's,2,29.0,2.0,NO,72.0,NO
Procurement,8,Master's & above,1,0.0,4.0,NO,67.0,NO
Sales & Marketing,1,Master's & above,1,45.0,5.0,NO,52.0,NO
Sales & Marketing,10,Master's & above,1,38.0,4.0,NO,49.0,NO
Technology,15,Bachelor's,1,33.0,5.0,NO,79.0,YES
Procurement,7,Bachelor's,1,26.0,3.0,NO,72.0,NO
Sales & Marketing,7,Master's & above,1,44.0,5.0,NO,47.0,NO
Sales & Marketing,15,Bachelor's,1,26.0,4.0,NO,48.0,NO
Sales & Marketing,13,Master's & above,1,41.0,5.0,NO,50.0,NO
Analytics,7,Bachelor's,1,38.0,4.0,NO,84.0,NO
Legal,26,Bachelor's,1,35.0,4.0,NO,59.0,NO
Analytics,22,Bachelor's,2,34.0,1.0,NO,85.0,NO
Sales & Marketing,31,Bachelor's,1,37.0,5.0,NO,51.0,NO
Technology,7,Master's & above,1,42.0,4.0,NO,82.0,NO
Operations,32,Bachelor's,1,40.0,4.0,NO,60.0,NO
Finance,2,Bachelor's,2,29.0,4.0,NO,60.0,NO
Sales & Marketing,13,Master's & above,1,47.0,3.0,NO,60.0,NO
Procurement,5,Bachelor's,1,29.0,3.0,NO,72.0,NO
HR,2,Bachelor's,1,29.0,3.0,NO,49.0,NO
Finance,2,Below Secondary,1,25.0,3.0,NO,58.0,NO
Sales & Marketing,2,Bachelor's,1,56.0,1.0,NO,50.0,NO
Analytics,22,Bachelor's,1,27.0,5.0,NO,84.0,NO
Procurement,7,Bachelor's,1,47.0,5.0,NO,68.0,NO
Analytics,23,Bachelor's,1,35.0,5.0,NO,81.0,NO
Operations,16,Master's & above,1,47.0,3.0,NO,60.0,NO
Sales & Marketing,29,Bachelor's,1,32.0,4.0,NO,47.0,NO
HR,2,Master's & above,1,50.0,4.0,NO,44.0,NO
Operations,15,Bachelor's,1,27.0,1.0,YES,55.0,NO
Operations,7,Bachelor's,1,48.0,5.0,NO,54.0,NO
Sales & Marketing,7,Master's & above,1,0.0,3.0,NO,49.0,NO
Procurement,14,Bachelor's,1,34.0,3.0,NO,69.0,NO
Operations,20,Master's & above,1,42.0,1.0,NO,65.0,NO
Technology,5,Master's & above,1,37.0,3.0,NO,85.0,NO
R&D,26,Master's & above,1,35.0,1.0,NO,82.0,NO
Analytics,22,Bachelor's,2,27.0,5.0,NO,86.0,NO
Technology,24,Master's & above,2,38.0,5.0,NO,77.0,NO
Technology,5,Bachelor's,1,28.0,3.0,NO,81.0,NO
Sales & Marketing,28,Master's & above,1,42.0,5.0,NO,48.0,YES
Analytics,27,Bachelor's,1,36.0,2.0,NO,82.0,NO
Operations,32,Bachelor's,1,33.0,3.0,NO,62.0,NO
R&D,7,Bachelor's,1,29.0,3.0,NO,85.0,YES
Sales & Marketing,13,Bachelor's,1,36.0,5.0,NO,50.0,NO
Procurement,17,Master's & above,1,49.0,4.0,NO,69.0,NO
Operations,22,Bachelor's,1,34.0,5.0,NO,60.0,NO
Operations,11,Bachelor's,1,40.0,3.0,NO,60.0,NO
Sales & Marketing,31,Bachelor's,1,32.0,4.0,NO,48.0,NO
Technology,31,Master's & above,1,35.0,5.0,NO,89.0,YES
Operations,27,Bachelor's,1,37.0,3.0,NO,62.0,NO
Procurement,5,Bachelor's,1,28.0,3.0,NO,70.0,NO
Operations,10,Master's & above,1,33.0,5.0,NO,60.0,YES
Operations,19,Master's & above,1,38.0,1.0,NO,59.0,NO
Operations,13,Bachelor's,1,43.0,4.0,NO,62.0,NO
-,5,Bachelor's,2,26.0,1.0,NO,48.0,NO
Procurement,5,Bachelor's,1,26.0,3.0,NO,65.0,NO
Sales & Marketing,3,Bachelor's,1,38.0,5.0,NO,56.0,NO
Operations,6,Master's & above,1,33.0,5.0,NO,59.0,NO
Sales & Marketing,13,Bachelor's,1,31.0,4.0,NO,51.0,NO
HR,26,Bachelor's,1,33.0,3.0,NO,50.0,NO
Technology,22,Master's & above,1,34.0,1.0,NO,80.0,NO
Sales & Marketing,29,Bachelor's,1,30.0,5.0,NO,49.0,NO
Sales & Marketing,16,Master's & above,2,41.0,3.0,NO,48.0,NO
Legal,24,Bachelor's,1,33.0,4.0,NO,59.0,NO
Sales & Marketing,2,Master's & above,1,41.0,2.0,NO,49.0,NO
Sales & Marketing,23,Bachelor's,1,43.0,4.0,NO,60.0,NO
Analytics,27,Bachelor's,1,29.0,3.0,NO,84.0,NO
Operations,2,Bachelor's,2,29.0,3.0,NO,60.0,NO
Technology,2,Bachelor's,1,39.0,3.0,NO,78.0,NO
Procurement,15,Master's & above,1,37.0,5.0,NO,71.0,NO
Procurement,27,Bachelor's,1,35.0,3.0,NO,68.0,NO
Procurement,2,Below Secondary,1,21.0,3.0,NO,67.0,NO
Analytics,2,Bachelor's,2,36.0,1.0,NO,88.0,NO
R&D,7,Master's & above,1,38.0,3.0,NO,82.0,NO
Finance,2,Bachelor's,3,51.0,5.0,NO,60.0,NO
HR,25,Bachelor's,1,30.0,5.0,NO,47.0,NO
Technology,4,Bachelor's,1,31.0,5.0,NO,79.0,YES
Technology,5,Bachelor's,1,38.0,3.0,NO,75.0,NO
HR,2,Bachelor's,1,0.0,2.0,NO,51.0,NO
HR,22,Bachelor's,1,23.0,5.0,NO,47.0,NO
Technology,22,Master's & above,3,31.0,1.0,NO,78.0,NO
Operations,16,Bachelor's,1,36.0,2.0,NO,60.0,NO
Sales & Marketing,9,Bachelor's,1,28.0,3.0,NO,60.0,NO
Sales & Marketing,16,Master's & above,1,37.0,4.0,NO,60.0,NO
Operations,22,Bachelor's,1,40.0,3.0,NO,59.0,NO
Analytics,22,Bachelor's,1,26.0,3.0,NO,84.0,NO
Operations,30,Master's & above,1,44.0,5.0,NO,59.0,NO
Procurement,13,Bachelor's,1,37.0,3.0,NO,72.0,NO
Operations,2,Bachelor's,1,32.0,4.0,NO,59.0,NO
Sales & Marketing,23,Master's & above,1,36.0,4.0,NO,49.0,NO
Procurement,11,Master's & above,1,39.0,5.0,NO,69.0,NO
Sales & Marketing,10,Master's & above,2,31.0,1.0,NO,49.0,NO
Sales & Marketing,24,Bachelor's,1,27.0,2.0,NO,51.0,NO
Sales & Marketing,22,Bachelor's,1,27.0,3.0,NO,51.0,NO
Operations,22,Bachelor's,1,25.0,3.0,NO,60.0,NO
Sales & Marketing,10,Bachelor's,1,29.0,4.0,NO,49.0,NO
Sales & Marketing,7,Master's & above,1,32.0,4.0,NO,47.0,NO
Sales & Marketing,28,Bachelor's,1,35.0,5.0,NO,51.0,NO
Sales & Marketing,11,Bachelor's,1,51.0,4.0,NO,47.0,NO
Technology,7,Master's & above,1,33.0,1.0,NO,78.0,NO
Sales & Marketing,7,Master's & above,1,36.0,2.0,NO,47.0,NO
Procurement,13,Master's & above,1,53.0,3.0,NO,67.0,NO
Sales & Marketing,14,Bachelor's,1,45.0,3.0,NO,54.0,NO
Technology,2,Below Secondary,1,30.0,3.0,NO,78.0,NO
Operations,15,Bachelor's,1,30.0,5.0,NO,53.0,NO
Finance,22,Bachelor's,2,29.0,3.0,NO,59.0,NO
Sales & Marketing,11,Bachelor's,1,40.0,5.0,NO,50.0,NO
Sales & Marketing,2,Bachelor's,1,44.0,3.0,NO,52.0,YES
Sales & Marketing,4,Master's & above,2,35.0,4.0,NO,58.0,NO
R&D,15,Bachelor's,1,32.0,2.0,NO,82.0,NO
Operations,12,Bachelor's,1,33.0,3.0,NO,60.0,NO
Operations,13,Bachelor's,1,39.0,4.0,NO,62.0,NO
Technology,12,Bachelor's,1,27.0,4.0,NO,83.0,NO
Legal,22,Bachelor's,1,27.0,3.0,NO,62.0,NO
Procurement,2,Master's & above,1,36.0,4.0,NO,74.0,NO
Operations,15,Master's & above,1,33.0,2.0,YES,73.0,YES
Sales & Marketing,2,Bachelor's,1,28.0,3.0,NO,56.0,NO
Technology,3,Master's & above,1,34.0,5.0,NO,80.0,NO
Sales & Marketing,33,Bachelor's,1,32.0,5.0,NO,46.0,NO
Operations,2,Bachelor's,2,34.0,5.0,NO,60.0,NO
Technology,8,Bachelor's,1,31.0,2.0,NO,79.0,NO
Operations,26,Bachelor's,1,39.0,3.0,NO,54.0,NO
Analytics,31,Master's & above,1,30.0,3.0,NO,84.0,NO
R&D,22,Master's & above,2,26.0,4.0,NO,83.0,NO
Operations,22,Bachelor's,1,49.0,5.0,NO,57.0,NO
Operations,2,Master's & above,1,43.0,5.0,NO,60.0,NO
Technology,25,Bachelor's,1,28.0,2.0,NO,81.0,NO
Finance,2,Bachelor's,1,42.0,3.0,NO,64.0,NO
Sales & Marketing,2,Bachelor's,1,59.0,1.0,NO,49.0,NO
Analytics,29,Bachelor's,1,32.0,2.0,NO,84.0,NO
Operations,17,Bachelor's,1,26.0,4.0,NO,59.0,NO
Procurement,22,Master's & above,2,35.0,3.0,NO,73.0,NO
Procurement,13,Bachelor's,1,38.0,3.0,NO,72.0,NO
HR,31,Master's & above,1,32.0,4.0,NO,60.0,NO
Technology,23,Bachelor's,1,36.0,3.0,NO,78.0,NO
Operations,22,Bachelor's,1,38.0,1.0,NO,57.0,NO
Legal,22,Bachelor's,1,32.0,3.0,NO,57.0,NO
Operations,27,Bachelor's,1,27.0,4.0,NO,56.0,NO
Technology,5,Bachelor's,3,31.0,4.0,NO,90.0,YES
Procurement,2,Master's & above,1,40.0,4.0,NO,68.0,NO
Technology,5,Bachelor's,2,32.0,3.0,NO,84.0,NO
Operations,26,Bachelor's,1,37.0,5.0,NO,60.0,NO
Procurement,2,Bachelor's,1,31.0,4.0,NO,70.0,NO
Sales & Marketing,16,Bachelor's,1,27.0,1.0,NO,51.0,NO
Sales & Marketing,32,Bachelor's,1,26.0,1.0,NO,53.0,NO
Analytics,31,Bachelor's,2,26.0,4.0,NO,84.0,NO
Finance,2,Bachelor's,3,33.0,3.0,NO,63.0,NO
HR,2,Bachelor's,1,36.0,3.0,NO,48.0,NO
Technology,25,Bachelor's,1,27.0,3.0,NO,80.0,NO
Technology,2,Master's & above,1,50.0,4.0,NO,83.0,NO
Procurement,16,Bachelor's,1,32.0,3.0,NO,71.0,NO
Analytics,22,Bachelor's,3,28.0,1.0,NO,98.0,YES
Sales & Marketing,27,Bachelor's,1,33.0,1.0,NO,60.0,NO
Operations,15,Bachelor's,1,29.0,5.0,NO,56.0,NO
Sales & Marketing,34,Bachelor's,1,26.0,3.0,NO,50.0,NO
Operations,16,Bachelor's,1,25.0,3.0,NO,62.0,NO
Sales & Marketing,2,Bachelor's,1,46.0,1.0,NO,51.0,NO
Sales & Marketing,16,Bachelor's,1,38.0,5.0,NO,52.0,NO
Operations,8,Bachelor's,1,28.0,4.0,NO,57.0,NO
Analytics,7,Master's & above,1,43.0,5.0,NO,86.0,NO
Sales & Marketing,28,Master's & above,1,29.0,3.0,NO,48.0,NO
Finance,2,Below Secondary,1,25.0,3.0,NO,60.0,NO
Procurement,26,Bachelor's,2,34.0,2.0,NO,69.0,NO
Sales & Marketing,15,Bachelor's,2,29.0,5.0,NO,50.0,NO
Sales & Marketing,2,Bachelor's,1,27.0,3.0,NO,52.0,NO
Sales & Marketing,10,Bachelor's,1,26.0,5.0,NO,51.0,NO
Operations,11,Master's & above,1,41.0,3.0,NO,62.0,NO
Sales & Marketing,27,Bachelor's,1,28.0,5.0,NO,52.0,NO
Sales & Marketing,2,Master's & above,1,47.0,5.0,NO,49.0,NO
Operations,34,Bachelor's,1,33.0,5.0,NO,56.0,NO
Finance,26,Bachelor's,1,27.0,3.0,NO,59.0,NO
